E0219 12:35:47.031447 1144781 buffer_comparator.cc:145] Difference at 4167: 0, expected 1.67684
E0219 12:35:47.031452 1144781 buffer_comparator.cc:145] Difference at 4168: 0, expected 0.58257
E0219 12:35:47.031457 1144781 buffer_comparator.cc:145] Difference at 4169: 0, expected 0.820509
2026-02-19 12:35:47.078470: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:47.583442 1144781 buffer_comparator.cc:145] Difference at 8192: 0, expected 1.1967
E0219 12:35:47.583520 1144781 buffer_comparator.cc:145] Difference at 8193: 0, expected 0.682453
E0219 12:35:47.583528 1144781 buffer_comparator.cc:145] Difference at 8194: 0, expected 0.8696
E0219 12:35:47.583533 1144781 buffer_comparator.cc:145] Difference at 8195: 0, expected 1.33213
E0219 12:35:47.583538 1144781 buffer_comparator.cc:145] Difference at 8196: 0, expected 0.766111
E0219 12:35:47.583543 1144781 buffer_comparator.cc:145] Difference at 8197: 0, expected 1.08783
E0219 12:35:47.583548 1144781 buffer_comparator.cc:145] Difference at 8198: 0, expected 0.732136
E0219 12:35:47.583553 1144781 buffer_comparator.cc:145] Difference at 8199: 0, expected 0.531647
E0219 12:35:47.583558 1144781 buffer_comparator.cc:145] Difference at 8200: 0, expected 0.490222
E0219 12:35:47.583563 1144781 buffer_comparator.cc:145] Difference at 8201: 0, expected 0.775869
2026-02-19 12:35:47.630865: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:48.136219 1144781 buffer_comparator.cc:145] Difference at 8192: 0, expected 1.1967
E0219 12:35:48.136283 1144781 buffer_comparator.cc:145] Difference at 8193: 0, expected 0.682453
E0219 12:35:48.136290 1144781 buffer_comparator.cc:145] Difference at 8194: 0, expected 0.8696
E0219 12:35:48.136295 1144781 buffer_comparator.cc:145] Difference at 8195: 0, expected 1.33213
E0219 12:35:48.136300 1144781 buffer_comparator.cc:145] Difference at 8196: 0, expected 0.766111
E0219 12:35:48.136305 1144781 buffer_comparator.cc:145] Difference at 8197: 0, expected 1.08783
E0219 12:35:48.136310 1144781 buffer_comparator.cc:145] Difference at 8198: 0, expected 0.732136
E0219 12:35:48.136315 1144781 buffer_comparator.cc:145] Difference at 8199: 0, expected 0.531647
E0219 12:35:48.136320 1144781 buffer_comparator.cc:145] Difference at 8200: 0, expected 0.490222
E0219 12:35:48.136325 1144781 buffer_comparator.cc:145] Difference at 8201: 0, expected 0.775869
2026-02-19 12:35:48.185149: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:48.702430 1144781 buffer_comparator.cc:145] Difference at 8192: 0, expected 1.1967
E0219 12:35:48.702499 1144781 buffer_comparator.cc:145] Difference at 8193: 0, expected 0.682453
E0219 12:35:48.702507 1144781 buffer_comparator.cc:145] Difference at 8194: 0, expected 0.8696
E0219 12:35:48.702513 1144781 buffer_comparator.cc:145] Difference at 8195: 0, expected 1.33213
E0219 12:35:48.702519 1144781 buffer_comparator.cc:145] Difference at 8196: 0, expected 0.766111
E0219 12:35:48.702525 1144781 buffer_comparator.cc:145] Difference at 8197: 0, expected 1.08783
E0219 12:35:48.702531 1144781 buffer_comparator.cc:145] Difference at 8198: 0, expected 0.732136
E0219 12:35:48.702537 1144781 buffer_comparator.cc:145] Difference at 8199: 0, expected 0.531647
E0219 12:35:48.702543 1144781 buffer_comparator.cc:145] Difference at 8200: 0, expected 0.490222
E0219 12:35:48.702549 1144781 buffer_comparator.cc:145] Difference at 8201: 0, expected 0.775869
2026-02-19 12:35:48.753075: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:49.261680 1144781 buffer_comparator.cc:145] Difference at 8192: 0, expected 1.1967
E0219 12:35:49.261744 1144781 buffer_comparator.cc:145] Difference at 8193: 0, expected 0.682453
E0219 12:35:49.261751 1144781 buffer_comparator.cc:145] Difference at 8194: 0, expected 0.8696
E0219 12:35:49.261757 1144781 buffer_comparator.cc:145] Difference at 8195: 0, expected 1.33213
E0219 12:35:49.261762 1144781 buffer_comparator.cc:145] Difference at 8196: 0, expected 0.766111
E0219 12:35:49.261767 1144781 buffer_comparator.cc:145] Difference at 8197: 0, expected 1.08783
E0219 12:35:49.261772 1144781 buffer_comparator.cc:145] Difference at 8198: 0, expected 0.732136
E0219 12:35:49.261777 1144781 buffer_comparator.cc:145] Difference at 8199: 0, expected 0.531647
E0219 12:35:49.261782 1144781 buffer_comparator.cc:145] Difference at 8200: 0, expected 0.490222
E0219 12:35:49.261787 1144781 buffer_comparator.cc:145] Difference at 8201: 0, expected 0.775869
2026-02-19 12:35:49.310030: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:49.822652 1144781 buffer_comparator.cc:145] Difference at 8208: 0, expected 0.392832
E0219 12:35:49.822711 1144781 buffer_comparator.cc:145] Difference at 8209: 0, expected 0.963049
E0219 12:35:49.822717 1144781 buffer_comparator.cc:145] Difference at 8210: 0, expected 0.685098
E0219 12:35:49.822722 1144781 buffer_comparator.cc:145] Difference at 8211: 0, expected 0.870488
E0219 12:35:49.822727 1144781 buffer_comparator.cc:145] Difference at 8212: 0, expected 0.548639
E0219 12:35:49.822732 1144781 buffer_comparator.cc:145] Difference at 8213: 0, expected 0.658414
E0219 12:35:49.822737 1144781 buffer_comparator.cc:145] Difference at 8214: 0, expected 0.689131
E0219 12:35:49.822743 1144781 buffer_comparator.cc:145] Difference at 8215: 0, expected 0.886192
E0219 12:35:49.822748 1144781 buffer_comparator.cc:145] Difference at 8216: 0, expected 0.951306
E0219 12:35:49.822753 1144781 buffer_comparator.cc:145] Difference at 8217: 0, expected 0.372335
2026-02-19 12:35:49.870544: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:50.371852 1144781 buffer_comparator.cc:145] Difference at 8208: 0, expected 0.392832
E0219 12:35:50.371909 1144781 buffer_comparator.cc:145] Difference at 8209: 0, expected 0.963049
E0219 12:35:50.371915 1144781 buffer_comparator.cc:145] Difference at 8210: 0, expected 0.685098
E0219 12:35:50.371920 1144781 buffer_comparator.cc:145] Difference at 8211: 0, expected 0.870488
E0219 12:35:50.371925 1144781 buffer_comparator.cc:145] Difference at 8212: 0, expected 0.548639
E0219 12:35:50.371930 1144781 buffer_comparator.cc:145] Difference at 8213: 0, expected 0.658414
E0219 12:35:50.371935 1144781 buffer_comparator.cc:145] Difference at 8214: 0, expected 0.689131
E0219 12:35:50.371940 1144781 buffer_comparator.cc:145] Difference at 8215: 0, expected 0.886192
E0219 12:35:50.371945 1144781 buffer_comparator.cc:145] Difference at 8216: 0, expected 0.951306
E0219 12:35:50.371950 1144781 buffer_comparator.cc:145] Difference at 8217: 0, expected 0.372335
2026-02-19 12:35:50.423673: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:50.967154 1144781 buffer_comparator.cc:145] Difference at 8208: 0, expected 0.392832
E0219 12:35:50.967216 1144781 buffer_comparator.cc:145] Difference at 8209: 0, expected 0.963049
E0219 12:35:50.967223 1144781 buffer_comparator.cc:145] Difference at 8210: 0, expected 0.685098
E0219 12:35:50.967228 1144781 buffer_comparator.cc:145] Difference at 8211: 0, expected 0.870488
E0219 12:35:50.967233 1144781 buffer_comparator.cc:145] Difference at 8212: 0, expected 0.548639
